Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Thiruvannamalai,"""Recommended for today have light rainfall. 
""",TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-21T19:39:30.86,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about leaf blight in Paddy,Recommended for spray copper hydroxide 2 gram /litre of water.,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-21T19:45:12.997,
RABI,HORTICULTURE,Vegetables,Brinjal,Plant Protection,asking about brinjal little leaf management,recommended for spray daimethoiate â 2 ml/ lit of water,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-21T19:46:44.76,
RABI,HORTICULTURE,Vegetables,Lab Lab,Plant Protection,asking about lablab pod borer management,recommended for spray emamecktin benzoiate â 4 ml/ 10 lit of water,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-21T19:48:06.1,
RABI,HORTICULTURE,Vegetables,Ridge Gourd,Plant Protection,Asked about ridge gourd downey mildew management,recommended for spray metalaxyl 2 gm / litre of water,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-21T19:52:22.39,
RABI,HORTICULTURE,Vegetables,Drum Stick,Nutrient Management,Asked about drumstick planting season and variety,"recommended for Planting is done during July â October , variety PKM 1, PKM 2 and KKM 1",TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-21T20:07:12.387,
RABI,HORTICULTURE,Vegetables,Watermelon,Nutrient Management,Asking about plant growth regulator for watermelon,Recommended for spray Ethral 2.5 ml /10 litre of water.,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-21T20:14:40.413,
RABI,HORTICULTURE,Vegetables,Watermelon,Plant Protection,asking about cut worm control in watermelon,recommended for spray profenophos 2 ml / lit of water,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-21T20:15:38.253,
RABI,AGRICULTURE,Others,Others,Weather,asking about thiruvannamalai weather report,recommended for today have cloudy weather,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-21T20:31:24.81,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Thiruvannamalai,Recommended for today have light rainfall.,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-21T20:34:30.217,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,asking about Navarai season paddy varieties,"recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-21T20:38:21.643,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Thiruvannamalai,Recommended for today have light rainfall.,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-21T21:29:27.503,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for thiruvannamalai district,Recommended for today sky have cloudy weather and there is chances of light rain occurring,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-22T06:31:16.007,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about paddy fertilizer management,Recommended for apply ammonium sulphate 30kg / acre,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-22T06:35:59.21,
RABI,HORTICULTURE,Flowers,Chrysanthemum,Plant Protection,asking about chrysanthimum root rot management,recommended for apply pseudomonas fluorescens - 1 kg/ 20 kg of FYM/acre,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-22T07:38:36.207,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-22T07:43:48.453,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather detail in tiruvannamalai,recommended for have light rain in tiruvannamalai,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-22T07:48:06.95,
RABI,HORTICULTURE,Plantation Crops,Coconut,Seeds and Planting Material,"asking about Coconut Research Station,Veppankulam contact number",recommended to contact 04373-260205/202534,TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-22T08:10:19.687,
RABI,HORTICULTURE,Plantation Crops,Coconut,Seeds and Planting Material,"Asking about Coconut Research Station,Aliyar Nagar contact number",Recommended to contact 04253-288722,TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-22T08:11:04.643,
RABI,AGRICULTURE,Others,Others,Weather,Asking about paddy sowing season and varieties,"Recommended for paddy sowing season Navarai(Dec - Jan) and varieties ADT 36, ASD 16, ASD 18, MDU 5, CO 47,CORH 3",TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-22T08:22:05.65,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about zinc deficiency in paddy,Recommended for apply zinc sulphate 5gm / liter of water,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-22T08:38:49.547,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Asking about paddy top dressing fertilizer management,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg / acre,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-22T09:13:55.25,
RABI,HORTICULTURE,Flowers,Rose,Plant Protection,Asking about sucking pests management in rose,Recommended for dimethoate 2 ml /1 litre of water,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-22T09:20:02.073,
RABI,AGRICULTURE,Others,Others,Weather,Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-22T09:50:03.893,
RABI,AGRICULTURE,Others,Others,Weather,Gram pod borer in black gram,Recommended for spray Emamectin benzoate 4 gm / 10 lit of water,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-22T09:55:34.583,
RABI,HORTICULTURE,Flowers,Jasmine,Plant Protection,Asking about budworm management in jasmine,Recommended for profenophos 2 ml /1 litre of water,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-22T09:55:41.257,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-22T09:56:47.773,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for thiruvannamalai district,Recommended for next three days having cloudy weather occurring .,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-22T10:14:26.707,
RABI,HORTICULTURE,Vegetables,Onion,Nutrient Management,basal fertilizer management for onion,Recommended for apply FYM 10 ton + 25kg urea + super phosphate 145kg + potash 20kg / ac,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-22T10:44:10.297,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about suitable varieties for paddy (December -January),"Recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-22T11:22:26.717,
RABI,AGRICULTURE,Others,Others,Market Information,asking about need for commodity prices,"recommended for contact with regulated market, chetthupet, phone: 04181-252207",TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-22T11:34:26.707,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Plant Protection,Asking about Tobacco caterpillar in groundnut,Recommended for spray profenophos 2ml / litre of water,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-22T11:37:41.74,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,asking about groundnut top dressing fertilziers,recommended for apply gypsum - 75 kg + borox - 4 kg/ acre,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-22T11:41:16.143,
RABI,HORTICULTURE,Vegetables,Brinjal,Plant Protection,Asking about Leaf caterpillar management in groundnut,Recommended for spray Chlorpyriphos 2 ml + neem oil 3 ml + sticking agent 1 ml / litre of water,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-22T12:26:15.453,
RABI,AGRICULTURE,Others,Others,Market Information,asking about need for commodity prices,"recommended for contact with regulated market, chetthupet, phone: 04181-252207",TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-22T12:26:44.847,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about market price paddy,Recommended for thiruvanamalai market price paddy ADT 37 Rs.1207 1505/quintal,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-22T12:39:23.883,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Asking about Top dressing fertilizer management for paddy,Recommended for apply urea 25 kg + potash 15 kg + neem cake 10 kg /acre,TAMILNADU,TIRUVANNAMALAI,THANDRAMPET,2017-12-22T12:39:50.447,
RABI,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,Asking about latest suitable sugarcane variety,Recommended for latest suitable sugarcane variety is CO 0212.,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-22T13:03:02.587,
NA,AGRICULTURE,Others,Others,Weather,asking about thiruvannamalai weather report,recommended for today have cloudy weather,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-22T13:08:00.25,
RABI,ANIMAL HUSBANDRY,Animal,POULTRY FARM,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",Tiruvannamalai District Veterinary University Training and Research Centre contact number,Recommended for Tiruvannamalai District Veterinary University Training and Research Centre contact number phone :04175-253077,TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-22T13:29:15.503,
NA,HORTICULTURE,Fruits,Banana,Plant Protection,asking about banana leaf blight management,recommended for spray carbendazim - 2 gm/ lit of water,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-22T13:34:42.673,
RABI,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,Asking about brinjal top dressing fertilizer management,Recommended for apply urea 42kg / acre,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-22T13:38:37.427,
RABI,AGRICULTURE,Others,Others,Government Schemes,"Asking about Centre of Excellence for Millets, Athiyandal contact number","Recommended for contact to Centre of Excellence for Millets,
Athiyandal, Thiruvannamalai-606 603. Phone number: 04175-298001",TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-22T13:43:27.15,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-22T13:48:49.933,
RABI,AGRICULTURE,Others,Others,Weather,Asking about thiruvanamalai today weather Report,Recommended for thiruvanamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-22T13:51:34.683,
RABI,HORTICULTURE,Flowers,Crossandra,Plant Protection,Asking Root rot in Crossandra,Recommended for Soil drenching with Copper oxychloride 2.5 gm / litre of water,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-22T13:52:12.947,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,Asking about Market rate for paddy,Recommended for Market rate for paddy gingee ponni Rs 2683/quintal,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-22T13:56:15.28,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Plant Protection,Asking about aphid in groundnut,Recommended for spray Chlorpyrifos 2ml / liter of water,TAMILNADU,TIRUVANNAMALAI,PERNAMALLUR,2017-12-22T13:56:40.52,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for thiruvannamalai district,Recommended for next three days having cloudy weather .,TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-22T14:01:47.72,
RABI,AGRICULTURE,Others,Others,Weather,asking about thiruvannamalai weather report,recommended for today have cloudy weather,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-22T14:04:41.45,
RABI,HORTICULTURE,Vegetables,Chillies,Plant Protection,asking about yellow muranai mite in chilli,recommended for spray omite (Propergite) 1.5ml+ teepol 0.5ml + neemoil 3ml/lit of water,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-22T14:34:13.02,
RABI,AGRICULTURE,Others,Others,Nutrient Management,groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg / ac,TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-22T14:55:41.367,
RABI,HORTICULTURE,Flowers,Tuberose,Plant Protection,Asking about Leaf blight in tuberose,Recommended for spray mancozeb 2gram / lit,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-22T16:01:55.08,
RABI,AGRICULTURE,Others,Others,Agriculture Mechanization,Asking about Subsidy detail for Mini tractor,"Recommended to contact nearest agricultural engineering department, Thiruvannamalai",TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-22T16:19:07.78,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Asked about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-22T17:34:43.39,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asked about leaf folder management in paddy,Recommended for spray Fipronil 1.5 ml/lit of water,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-22T18:22:57.453,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,asking about paddy top dressing fertilizers,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg / ac,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-22T18:36:40.323,
NA,AGRICULTURE,Pulses,Black Gram (urd bean),Sowing Time and Weather,Asking about black gram sowing season and variety,"Recommended for black gram sowing season : December â january and variety : VBN 3, VBN (Bg) 4, VBN(Bg) 5, VBN 6, Co 6, TMV 1",TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-22T18:38:31.94,
NA,AGRICULTURE,Others,Others,Weather,Asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-22T18:45:32.707,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,asking about Green leaf hopper in paddy,Recommended for spray Dimethoate 2ml / litre of water,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-22T18:52:29.243,
RABI,AGRICULTURE,Others,Others,Organic Farming,Asking about organic certification department contact,"Recommended for contact to 1424A, Thadagam Road, GCT Post, Coimbatore - 641 013. Tamilnadu. India. Phone : 0422-2435080",TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-22T19:37:01.217,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Nutrient Management,asking about groundnut top dressing fertilizer management,Recommended for apply gypsum 150kg / acre,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-22T19:43:21.837,
RABI,HORTICULTURE,Vegetables,Watermelon,Plant Protection,Asking About Watermelon Sudden Wilt Management,"Recommended for Good soil drainage and thin plant density reduces the incidence of disease,Spray Mancozeb/ Copper Oxychloride at 2.5 g /lit of water .",TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-22T19:43:41.877,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Asked about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-22T19:58:04.877,
RABI,AGRICULTURE,Others,Others,Weather,Asking about Weather report for Thiruvannamalai district,"Recommended for Today and tomorrow having cloudy weather and Possibility of light Rainfall chances (Temperature will be31degree Celsius (Â°C), Precipitation Chances (10% ) , Humidity level will be (46% ) Wind speed 5 km / hr .(For further information Call toll free number India Meteorological Department 18001801717",TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-22T19:58:43.95,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai district today weather Report,Recommended for Thiruvannamalai district Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-22T20:04:14.327,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Asked about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-22T20:11:47.91,
RABI,AGRICULTURE,Others,Others,Nutrient Management,Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-22T20:16:30.153,
RABI,HORTICULTURE,Vegetables,Watermelon,Seeds and Planting Material,asking about watermelon sowing season and varieties,"Recommended for watermelon sowing season : november - December and varieties : Sugar Baby and Arka Manik, PKM 1, Hybrids : Arka Jyoti and Pusa Bedana.",TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-22T20:16:33.083,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai district today weather Report,Recommended for Thiruvannamalai district Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-22T20:18:15.687,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Asked about Top dressing fertilizer management for paddy,Recommended for apply urea 25 kg + potash 15 kg + neem cake 5 kg + Microfood 5 kg/ ac,TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-22T20:58:40.947,
RABI,HORTICULTURE,Vegetables,Watermelon,Plant Protection,asking about stem blight control in watermelon,recommended for spray metalaxyl+mancozeb 2 g/lit of water,TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-22T21:05:02.32,
RABI,AGRICULTURE,Oilseeds,Sesame (Gingelly/Til)/Sesamum,Sowing Time and Weather,Asking about sowing season for sesame,Recommended for sesame sowing season at February - March and June-July,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-22T21:06:05.813,
RABI,AGRICULTURE,Others,Others,Weather,asking about tiruvannamalai weather report,recommended for today have a light rain day,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-22T21:09:03.61,
RABI,AGRICULTURE,Others,Others,Weather,asking about tiruvannamalai weather report,recommended for today have a light rain day,TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-22T21:15:30.93,
RABI,AGRICULTURE,Others,Others,Weather,asking about maduranthagam weather report,recommended for today have cloudy weather,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-22T21:20:21.287,
RABI,AGRICULTURE,Millets,FingerMillet (Ragi/Mandika),Cultural Practices,asking about ragi suitable season,recommended for Marghazipattam (Dec - Jan) suitable for sowing,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-22T21:32:30.543,
RABI,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,asking about Sowing season of brinjal,recommended for Sowing season of brinjal is December â January and May â June,TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-22T21:41:21.893,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,CHENGAM,2017-12-23T06:21:27.5,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Asking about Suitable paddy varieties for navarai season,"Recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5,MDU 6 CO 47,CORH 3, ADT 43, ADT (R) 45.",TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-23T06:42:56.433,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,asking about stem borer in paddy,Recommended for spray Fipronil 2 ml / lit.,TAMILNADU,TIRUVANNAMALAI,PERNAMALLUR,2017-12-23T07:00:48.92,
RABI,HORTICULTURE,Flowers,Tuberose,Cultural Practices,Asking about Tube rose Basal rot (or) stem rot management,Recommended for Spot drenching with carbendazim 50 wp(Bevistin)2 g / lit of water,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-23T07:26:19.857,
RABI,HORTICULTURE,Flowers,Tuberose,Plant Protection,asking about Leaf blight management in tuberose,Recommended for spray Mancozeb 2gram / litre of water,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-23T07:28:46.04,
RABI,HORTICULTURE,Flowers,Tuberose,Plant Protection,asking about Leaf blight in tuberose,Recommended for spray mancozeb 2 gram / lit.,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-23T07:33:06.1,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about Andra ponni paddy market rate in Polur,recommended for Andra ponni paddy market rate in Polur Rs.1125/quintal,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-23T08:12:26.61,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai district weather Report,Recommended for Thiruvannamalai district Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,VANDAVASI,2017-12-23T08:25:02.537,
RABI,HORTICULTURE,Vegetables,Brinjal,Plant Protection,shoot and fruit borer in brinjal,Recommended for spray Emamectin benzoate 5 % SG 4gm / 10 litter of water,TAMILNADU,TIRUVANNAMALAI,THURINJAPURAM,2017-12-23T08:25:39.03,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy basal fertilizer management,Recommended for apply DAP 50 kg + zinc sulphate 10 kg + neem cake 10kg + FYM 5 ton /acre,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-23T08:27:36.247,
RABI,AGRICULTURE,Others,Others,Government Schemes,Asking about sprayer subsidy availability,"Recommended for contact to Executive Engineer (AE),Collectorate office complex,Thiruvannamalai - 606 604. Phone - 04175 23 29 08",TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-23T08:33:02.097,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about paddy varieties,"recommended for ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-23T08:53:57.3,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about top dressing management in paddy,recommended for apply urea 25 kg + potash 15 kg / ac,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-23T09:07:01.637,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Plant Protection,Asking about Bacterial leaf blight management in paddy,Recommended for spray Copper oxy chloride 2 gram /litre of water,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-23T09:07:46.637,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,asking about paddy season and varieties,"recommended for paddy season Navarai(Dec -Jan) and varieties ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,PUDUPALAYAM,2017-12-23T09:28:25.247,
RABI,AGRICULTURE,Pulses,Black Gram (urd bean),Nutrient Management,asking about blackgram TNAU foliar application,Recommended for spray pulses wonder 2kg / acre/ 200 litters of water,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-23T09:30:58.947,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,CHEYYAR,2017-12-23T09:34:50.607,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Seeds,asking about Groundnut Harvesting and Threshing Machineries availability information,"Recommended for TNAU, Department of Agrl. Machinery and Research Centre, Coimbatore contact no. 0422 - 2457576",TAMILNADU,TIRUVANNAMALAI,ARANI,2017-12-23T09:59:05.213,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Asking about paddy fertilizer management,Recommended for apply ammonium sulphate 30kg / ac,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-23T10:19:19.773,
RABI,AGRICULTURE,Others,Others,Weather,Asking about weather report for Tiruvannamalai district,Recommended for next three days having cloudy weather occurring .,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-23T10:24:14.15,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about paddy market rate in Chethupattu,recommended for paddy market rate in Chethupattu Rs.1212-1682/quintal,TAMILNADU,TIRUVANNAMALAI,CHETPUT,2017-12-23T10:24:25.04,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,asking about paddy season and varieties,"recommended for paddy season Navarai(Dec -Jan)and varieties ADT 36, ADT 39, ASD 16, ASD 18, MDU 5, CO 47,CORH 3, ADT 43, ADT (R) 45",TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-23T10:27:41.27,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,asking about paddy basal fertilizer management,Recommended for apply DAP 50 kg + zinc sulphate 10 kg + neem cake 10kg + FYM 10ton / acre,TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-23T10:50:11.393,
RABI,HORTICULTURE,Fruits,Banana,Cultural Practices,Asking about guava planting season and Varities,"Recommended for The planting is distributed from June â December. The Varieties are Allahabad, Lucknow 46, 49, Arka Amulya, Arka Mridula, Banaras, Baptla, Arka Kiran, Lalit and TRY (G)-1 are the suitable varieties for cultivation.",TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-23T10:50:42.15,
RABI,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,asking about Groundnut top dressing fertilizer management,Recommended for apply urea 5 kg + super phosphate 125 kg + potash 10 kg / acre,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-23T11:06:32.733,
RABI,HORTICULTURE,Vegetables,Chillies,Agriculture Mechanization,Asking about leaf curl disease management in chilli,Recommended for dimethoate 2 ml /1 litre of water,TAMILNADU,TIRUVANNAMALAI,TIRUVANNAMALAI,2017-12-23T11:07:53.393,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about market rate for paddy,recommended market rate for paddy Gingee Ponni:1800-2252Rs/Quintal,TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-23T11:15:57.883,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Asking about paddy straw decomposed,Recommended for spray effective micro organism 10 ml /litre of water.,TAMILNADU,TIRUVANNAMALAI,THELLAR,2017-12-23T11:36:55.623,
NA,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,KEELPENNATHUR,2017-12-23T11:40:21.233,
RABI,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,asking about gingee Reguated Market Committee contact number,recommended for contact 04145 222048,TAMILNADU,TIRUVANNAMALAI,POLUR,2017-12-23T11:53:33.57,
RABI,AGRICULTURE,Others,Others,Weather,asking about Thiruvannamalai today weather Report,Recommended for Thiruvannamalai Today No Rain Fall (0.0 mm),TAMILNADU,TIRUVANNAMALAI,KALASAPAKKAM,2017-12-23T11:59:01.723,
